date,macd,macdsignal,macdhist,mom,sma20,sma50,sma100,sma200,rsi,stddev,close,symbol,volatility,rsi_value
2014-08-04,0.0,1.0,0.0,-0.5900000000000034,42.93,41.62,40.38,38.16,53.12,0.007691858362654799,42.83,MSFT,12.210446608510242,4
2014-08-05,0.0,1.0,0.0,-0.8000000000000043,42.99,41.68,40.44,38.21,49.5,0.007832914688026894,42.54,MSFT,12.434366583182547,4
2014-08-06,0.0,1.0,0.0,-0.8299999999999983,43.05,41.73,40.49,38.25,45.68,0.007908643037523819,42.21,MSFT,12.554581611162295,4
2014-08-07,0.0,0.0,0.0,0.07000000000000028,43.12,41.79,40.54,38.29,51.53,0.009170330025669422,42.69,MSFT,14.557447612985912,4
2014-08-08,0.0,0.0,0.0,0.3299999999999983,43.18,41.85,40.58,38.34,51.16,0.008517117427648466,42.66,MSFT,13.520504760415202,4
2014-08-11,0.0,0.0,0.0,-0.1700000000000017,43.23,41.89,40.62,38.39,51.16,0.006824278473406994,42.66,MSFT,10.83320623085185,4
2014-08-12,0.0,0.0,0.0,0.4399999999999977,43.28,41.95,40.66,38.44,55.16,0.006701784550813879,42.98,MSFT,10.638753157072943,3
2014-08-13,0.0,0.0,0.0,1.3200000000000003,43.28,42.02,40.7,38.49,61.06,0.005622153629431356,43.53,MSFT,8.924892201644736,3
2014-08-14,0.0,0.0,0.0,1.0300000000000011,43.27,42.1,40.74,38.53,62.87,0.004995036788243316,43.72,MSFT,7.929375078786369,3
2014-08-15,0.0,0.0,0.0,1.5700000000000003,43.27,42.17,40.79,38.58,67.28,0.004716089947047448,44.23,MSFT,7.486560696299593,3
2014-08-18,0.0,0.0,0.0,1.8900000000000006,43.29,42.24,40.84,38.63,69.72,0.0030968179806361677,44.55,MSFT,4.916046139437924,3
2014-08-19,1.0,0.0,0.0,2.0700000000000003,43.33,42.33,40.91,38.69,73.08,0.0031628232548060096,45.05,MSFT,5.020826263841146,2
2014-08-20,1.0,0.0,0.0,1.1400000000000006,43.34,42.41,40.96,38.74,66.99,0.007332554365709704,44.67,MSFT,11.640069195917302,3
2014-08-21,1.0,0.0,0.0,1.2199999999999989,43.4,42.5,41.01,38.79,68.97,0.007324578542358416,44.94,MSFT,11.62740796886421,3
2014-08-22,1.0,0.0,0.0,0.6400000000000006,43.44,42.6,41.05,38.84,67.83,0.007018697932333679,44.87,MSFT,11.141837553862898,3
2014-08-25,1.0,1.0,0.0,0.3400000000000034,43.52,42.68,41.09,38.88,67.99,0.006698519735126637,44.89,MSFT,10.633570422842,3
2014-08-26,1.0,1.0,0.0,-0.3200000000000003,43.59,42.75,41.14,38.92,65.16,0.004754470567032006,44.73,MSFT,7.547488041685763,3
